[148, 4.75, 1.75, 3.94e-13, 1.57e-13, 1.97e-13]
[149, 4.75, 2.25, 3.65e-13, 1.75e-13, 2.26e-13]
[150, 4.75, 2.75, 3.34e-13, 1.96e-13, 2.6e-13]
[151, 4.75, 3.25, 3.03e-13, 2.19e-13, 3.03e-13]
[152, 4.75, 3.75, 2.72e-13, 2.44e-13, 3.54e-13]
[153, 4.75, 4.25, 2.44e-13, 2.72e-13, 4.17e-13]
[154, 4.75, 4.75, 2.19e-13, 3.03e-13, 4.92e-13]
[155, 4.75, 5.25, 1.96e-13, 3.34e-13, 5.81e-13]
[156, 4.75, 5.75, 1.75e-13, 3.65e-13, 6.81e-13]
[157, 4.75, 6.25, 1.57e-13, 3.94e-13, 7.87e-13]
[158, 4.75, 6.75, 1.42e-13, 4.17e-13, 8.85e-13]
[159, 4.75, 7.25, 1.28e-13, 4.32e-13, 9.57e-13]
[160, 4.75, 7.75, 1.16e-13, 4.37e-13, 9.84e-13]
[161, 5.25, 0.25, 3.54e-13, 1.09e-13, 1.42e-13]
[162, 5.25, 0.75, 3.51e-13, 1.2e-13, 1.6e-13]
[163, 5.25, 1.25, 3.41e-13, 1.32e-13, 1.83e-13]
[164, 5.25, 1.75, 3.25e-13, 1.45e-13, 2.1e-13]
[165, 5.25, 2.25, 3.05e-13, 1.6e-13, 2.43e-13]
[166, 5.25, 2.75, 2.83e-13, 1.77e-13, 2.83e-13]
[167, 5.25, 3.25, 2.6e-13, 1.96e-13, 3.34e-13]
[168, 5.25, 3.75, 2.38e-13, 2.16e-13, 3.98e-13]
[169, 5.25, 4.25, 2.16e-13, 2.38e-13, 4.79e-13]
[170, 5.25, 4.75, 1.96e-13, 2.6e-13, 5.81e-13]
[171, 5.25, 5.25, 1.77e-13, 2.83e-13, 7.08e-13]
[172, 5.25, 5.75, 1.6e-13, 3.05e-13, 8.64e-13]
[173, 5.25, 6.25, 1.45e-13, 3.25e-13, 1.042e-12]
[174, 5.25, 6.75, 1.32e-13, 3.41e-13, 1.221e-12]
[175, 5.25, 7.25, 1.2e-13, 3.51e-13, 1.362e-12]
[176, 5.25, 7.75, 1.09e-13, 3.54e-13, 1.417e-12]
[177, 5.75, 0.25, 2.93e-13, 1.02e-13, 1.47e-13]
[178, 5.75, 0.75, 2.9e-13, 1.12e-13, 1.67e-13]
[179, 5.75, 1.25, 2.83e-13, 1.22e-13, 1.91e-13]
[180, 5.75, 1.75, 2.72e-13, 1.34e-13, 2.21e-13]
[181, 5.75, 2.25, 2.59e-13, 1.46e-13, 2.59e-13]
[182, 5.75, 2.75, 2.43e-13, 1.6e-13, 3.05e-13]
[183, 5.75, 3.25, 2.26e-13, 1.75e-13, 3.65e-13]
[184, 5.75, 3.75, 2.08e-13, 1.91e-13, 4.43e-13]
[185, 5.75, 4.25, 1.91e-13, 2.08e-13, 5.45e-13]
[186, 5.75, 4.75, 1.75e-13, 2.26e-13, 6.81e-13]
[187, 5.75, 5.25, 1.6e-13, 2.43e-13, 8.64e-13]
[188, 5.75, 5.75, 1.46e-13, 2.59e-13, 1.107e-12]
[189, 5.75, 6.25, 1.34e-13, 2.72e-13, 1.417e-12]
[190, 5.75, 6.75, 1.22e-13, 2.83e-13, 1.771e-12]
[191, 5.75, 7.25, 1.12e-13, 2.9e-13, 2.083e-12]
[192, 5.75, 7.75, 1.02e-13, 2.93e-13, 2.214e-12]
[193, 6.25, 0.25, 2.46e-13, 9.6e-14, 1.51e-13]
[194, 6.25, 0.75, 2.44e-13, 1.04e-13, 1.73e-13]
[195, 6.25, 1.25, 2.39e-13, 1.13e-13, 1.99e-13]
[196, 6.25, 1.75, 2.31e-13, 1.23e-13, 2.31e-13]
[197, 6.25, 2.25, 2.21e-13, 1.34e-13, 2.72e-13]
[198, 6.25, 2.75, 2.1e-13, 1.45e-13, 3.25e-13]
[199, 6.25, 3.25, 1.97e-13, 1.57e-13, 3.94e-13]
[200, 6.25, 3.75, 1.84e-13, 1.7e-13, 4.85e-13]
[201, 6.25, 4.25, 1.7e-13, 1.84e-13, 6.11e-13]
[202, 6.25, 4.75, 1.57e-13, 1.97e-13, 7.87e-13]
[203, 6.25, 5.25, 1.45e-13, 2.1e-13, 1.042e-12]
[204, 6.25, 5.75, 1.34e-13, 2.21e-13, 1.417e-12]
[205, 6.25, 6.25, 1.23e-13, 2.31e-13, 1.968e-12]
[206, 6.25, 6.75, 1.13e-13, 2.39e-13, 2.724e-12]
[207, 6.25, 7.25, 1.04e-13, 2.44e-13, 3.542e-12]
[208, 6.25, 7.75, 9.6e-14, 2.46e-13, 3.935e-12]
[209, 6.75, 0.25, 2.1e-13, 9e-14, 1.55e-13]
[210, 6.75, 0.75, 2.08e-13, 9.7e-14, 1.77e-13]
[211, 6.75, 1.25, 2.05e-13, 1.05e-13, 2.05e-13]
[212, 6.75, 1.75, 1.99e-13, 1.13e-13, 2.39e-13]
[213, 6.75, 2.25, 1.91e-13, 1.22e-13, 2.83e-13]
[214, 6.75, 2.75, 1.83e-13, 1.32e-13, 3.41e-13]
[215, 6.75, 3.25, 1.73e-13, 1.42e-13, 4.17e-13]
[216, 6.75, 3.75, 1.62e-13, 1.52e-13, 5.21e-13]
[217, 6.75, 4.25, 1.52e-13, 1.62e-13, 6.68e-13]
[218, 6.75, 4.75, 1.42e-13, 1.73e-13, 8.85e-13]
[219, 6.75, 5.25, 1.32e-13, 1.83e-13, 1.221e-12]
[220, 6.75, 5.75, 1.22e-13, 1.91e-13, 1.771e-12]
[221, 6.75, 6.25, 1.13e-13, 1.99e-13, 2.724e-12]
[222, 6.75, 6.75, 1.05e-13, 2.05e-13, 4.427e-12]
[223, 6.75, 7.25, 9.7e-14, 2.08e-13, 7.083e-12]
[224, 6.75, 7.75, 9e-14, 2.1e-13, 8.854e-12]
[225, 7.25, 0.25, 1.81e-13, 8.4e-14, 1.57e-13]
[226, 7.25, 0.75, 1.8e-13, 9e-14, 1.8e-13]
[227, 7.25, 1.25, 1.77e-13, 9.7e-14, 2.08e-13]
[228, 7.25, 1.75, 1.73e-13, 1.04e-13, 2.44e-13]
[229, 7.25, 2.25, 1.67e-13, 1.12e-13, 2.9e-13]
[230, 7.25, 2.75, 1.6e-13, 1.2e-13, 3.51e-13]
[231, 7.25, 3.25, 1.53e-13, 1.28e-13, 4.32e-13]
[232, 7.25, 3.75, 1.45e-13, 1.36e-13, 5.45e-13]
[233, 7.25, 4.25, 1.36e-13, 1.45e-13, 7.08e-13]
[234, 7.25, 4.75, 1.28e-13, 1.53e-13, 9.57e-13]
[235, 7.25, 5.25, 1.2e-13, 1.6e-13, 1.362e-12]
[236, 7.25, 5.75, 1.12e-13, 1.67e-13, 2.083e-12]
[237, 7.25, 6.25, 1.04e-13, 1.73e-13, 3.542e-12]
[238, 7.25, 6.75, 9.7e-14, 1.77e-13, 7.083e-12]
[239, 7.25, 7.25, 9e-14, 1.8e-13, 1.7708e-11]
[240, 7.25, 7.75, 8.4e-14, 1.81e-13, 3.5417e-11]
[241, 7.75, 0.25, 1.57e-13, 7.9e-14, 1.57e-13]
[242, 7.75, 0.75, 1.57e-13, 8.4e-14, 1.81e-13]
[243, 7.75, 1.25, 1.55e-13, 9e-14, 2.1e-13]
[244, 7.75, 1.75, 1.51e-13, 9.6e-14, 2.46e-13]
[245, 7.75, 2.25, 1.47e-13, 1.02e-13, 2.93e-13]
[246, 7.75, 2.75, 1.42e-13, 1.09e-13, 3.54e-13]
[247, 7.75, 3.25, 1.36e-13, 1.16e-13, 4.37e-13]
[248, 7.75, 3.75, 1.29e-13, 1.23e-13, 5.53e-13]
[249, 7.75, 4.25, 1.23e-13, 1.29e-13, 7.23e-13]
[250, 7.75, 4.75, 1.16e-13, 1.36e-13, 9.84e-13]
[251, 7.75, 5.25, 1.09e-13, 1.42e-13, 1.417e-12]
[252, 7.75, 5.75, 1.02e-13, 1.47e-13, 2.214e-12]
[253, 7.75, 6.25, 9.6e-14, 1.51e-13, 3.935e-12]
[254, 7.75, 6.75, 9e-14, 1.55e-13, 8.854e-12]
[255, 7.75, 7.25, 8.4e-14, 1.57e-13, 3.5417e-11]
[256, 7.75, 7.75, 7.9e-14, 1.57e-13, 0]
